0.00878311	0.015917	
0.00785825	0.0146546	
0.00699107	0.0134471	
0.00618148	0.0122943	
0.00542939	0.0111965	
0.00473471	0.0101536	
0.00409736	0.00916573	
0.00351723	0.00823287	
0.00299424	0.0073551	
0.00252829	0.00653248	
0.00211929	0.00576507	
0.00176716	0.00505292	
0.00147179	0.00439611	
0.00123311	0.00379469	
0.00105101	0.00324874	
0.00092542	0.00275833	
0.000856239	0.00232352	
0.000843384	0.0019444	
0.000886768	0.00162104	
0.000986308	0.00135352	
0.00114171	0.00114212	
0.000986308	0.00135352	
0.000886768	0.00162104	
0.000843384	0.0019444	
0.000856239	0.00232352	
0.00092542	0.00275833	
0.00105101	0.00324874	
0.00123311	0.00379469	
0.00147179	0.00439611	
0.00176716	0.00505292	
0.00211929	0.00576507	
0.00252829	0.00653248	
0.00299424	0.0073551	
0.00351723	0.00823287	
0.00409736	0.00916573	
0.00473471	0.0101536	
0.00542939	0.0111965	
0.00618148	0.0122943	
0.00699107	0.0134471	
0.00785825	0.0146546	
0.00878311	0.015917	
