0.00796256	0.0158834	
0.00714439	0.014617	
0.00637643	0.0134055	
0.00565863	0.012249	
0.00499098	0.0111476	
0.00437348	0.0101015	
0.00380612	0.0091107	
0.0032889	0.0081754	
0.00282183	0.00729573	
0.00240493	0.00647186	
0.00203823	0.00570393	
0.00172174	0.00499211	
0.00145552	0.00433658	
0.00123961	0.00373752	
0.00107405	0.00319512	
0.000958896	0.00270958	
0.000894219	0.0022811	
0.000880084	0.00190989	
0.000916566	0.00159618	
0.00100375	0.00134018	
0.00114171	0.00114212	
0.00100226	0.00133055	
0.000920826	0.00157037	
0.000898076	0.00186127	
0.000934267	0.00220337	
0.00102966	0.00259676	
0.00118453	0.00304159	
0.00139915	0.00353797	
0.00167381	0.00408604	
0.00200878	0.00468593	
0.00240437	0.00533779	
0.00286088	0.00604177	
0.00337859	0.00679801	
0.00395784	0.00760669	
0.00459893	0.00846796	
0.00530218	0.00938198	
0.00606792	0.0103489	
0.00689648	0.011369	
0.0077882	0.0124424	
0.00874341	0.0135693	
0.00976246	0.0147498	
